source,Claims,Frequency
https://www.lawenforcementtoday.com/la-school-board-votes-to-replace-school-resource-officers-with-school-climate-coaches/,no claim,180
https://www.lawenforcementtoday.com/la-sheriff-to-increase-concealed-carry-permits-by-400/,no claim,54
https://www.lawenforcementtoday.com/leaked-audio-shows-john-kerry-told-iran-about-covert-israeli-military-ops/,no claim,43
https://www.lawenforcementtoday.com/police-say-an-arson-epidemic-is-behind-australias-brushfires-not-climate-change/,no claim,41
https://www.lifenews.com/2020/06/19/joe-biden-slams-climate-change-for-hurting-unborn-children-hes-ok-with-killing-babies-in-abortion/,no claim,13
https://www.lifenews.com/2021/05/06/joe-biden-mentions-racial-justice-and-climate-change-but-not-god-in-national-day-of-prayer-message/,no claim,22
https://www.lifesitenews.com/news/biden-says-hell-join-pro-abortion-paris-climate-agreement-as-soon-as-hes-president,no claim,46
https://www.lifesitenews.com/news/us-bishop-says-climate-change-more-deadly-than-abortion-threatens-very-future-of-humanity,no claim,30
https://www.lifesitenews.com/news/us-bishop-says-climate-change-more-deadly-than-abortion-threatens-very-future-of-humanity,Climate movement is unreliable/alarmist/corrupt,3
https://www.lifesitenews.com/news/us-bishop-says-climate-change-more-deadly-than-abortion-threatens-very-future-of-humanity,"Climate-related science is unreliable/uncertain/unsound (data, methods & models) 0",1
https://www.lifesitenews.com/opinion/eastern-christians-are-going-extinct-but-the-vatican-is-obsessed-with-global-warming,no claim,17
https://www.lifesitenews.com/opinion/global-warming-is-the-ultimate-con-to-take-human-freedom-away,no claim,7
https://www.lifesitenews.com/opinion/global-warming-is-the-ultimate-con-to-take-human-freedom-away,Climate movement is unreliable/alarmist/corrupt,2
https://www.lifesitenews.com/opinion/green-insanity-not-climate-change-is-causing-australias-wildfires,no claim,17
https://www.lifesitenews.com/opinion/green-insanity-not-climate-change-is-causing-australias-wildfires,Climate movement is unreliable/alarmist/corrupt,2
https://www.lifesitenews.com/opinion/green-insanity-not-climate-change-is-causing-australias-wildfires,Clean energy technology/biofuels won’t work,1
https://www.lifezette.com/2020/02/82-year-old-jane-fonda-announces-shell-now-give-up-plastic-surgery-for-climate-change/,no claim,21
https://www.lifezette.com/2020/02/82-year-old-jane-fonda-announces-shell-now-give-up-plastic-surgery-for-climate-change/,Climate movement is unreliable/alarmist/corrupt,1
https://www.lifezette.com/2020/02/biden-comes-unglued-claims-to-have-negotiated-2016-paris-climate-deal-with-chinese-leader-who-died-in-1997/,no claim,17
https://www.lifezette.com/2020/02/jane-fonda-wears-old-gown-to-oscars-to-fight-climate-change/,no claim,13
https://www.lifezette.com/2020/04/barack-obama-reemerges-to-warn-climate-change-will-be-far-harsher-than-covid-19/,no claim,12
https://www.lifezette.com/2020/05/hollywood-liberals-like-barbra-streisand-and-jane-fonda-team-up-to-use-coronavirus-to-demand-climate-change-reforms/,no claim,11
https://www.lifezette.com/2020/05/jane-fonda-calls-for-covid-19-recovery-money-to-be-used-to-fight-climate-change/,no claim,11
https://www.lifezette.com/2020/05/psychic-greta-thunberg-claims-there-will-be-climate-destruction-in-new-pearl-jam-music-video/,no claim,12
https://www.lifezette.com/2020/09/biden-if-climate-arsonist-trump-wins-the-suburbs-will-burn-down/,no claim,25
https://www.lifezette.com/2020/09/biden-if-climate-arsonist-trump-wins-the-suburbs-will-burn-down/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.lifezette.com/2020/09/biden-if-climate-arsonist-trump-wins-the-suburbs-will-burn-down/,Climate movement is unreliable/alarmist/corrupt,1
https://www.lifezette.com/2020/09/kamala-harris-says-ca-wildfires-caused-by-climate-change-theyve-been-happening-for-centuries/,no claim,23
https://www.lifezette.com/2020/09/kamala-harris-says-ca-wildfires-caused-by-climate-change-theyve-been-happening-for-centuries/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.lifezette.com/2021/01/double-standard-john-kerry-caught-on-private-jet-after-pleading-for-climate-change/,no claim,14
https://www.lifezette.com/2021/01/double-standard-john-kerry-caught-on-private-jet-after-pleading-for-climate-change/,Climate movement is unreliable/alarmist/corrupt,1
https://www.lifezette.com/2021/03/pelosi-outrageously-claims-climate-change-has-led-to-humanitarian-challenge-at-the-border/,no claim,7
https://www.lifezette.com/2021/04/kamala-harris-tells-northern-triangle-leaders-climate-change-reason-for-migration-of-undocumented/,no claim,14
https://www.louderwithcrowder.com/aoc-racial-justice-cimate-change,no claim,7
https://www.louderwithcrowder.com/aoc-racial-justice-cimate-change,Climate policies (mitigation or adaptation) are harmful,1
https://www.louderwithcrowder.com/biden-climate-activist-cow-manure,no claim,8
https://www.louderwithcrowder.com/biden-climate-activist-cow-manure,Climate policies (mitigation or adaptation) are harmful,2
https://www.louderwithcrowder.com/biden-climate-activist-cow-manure,Climate movement is unreliable/alarmist/corrupt,1
https://www.louderwithcrowder.com/climate-activists-block-commute,no claim,5
https://www.louderwithcrowder.com/climate-activists-block-commute,Climate movement is unreliable/alarmist/corrupt,1
https://www.louderwithcrowder.com/climate-change-caused-australian-wildfires-says-gizmodo-just-ignore-all-the-arsonists-arrested/,no claim,9
https://www.louderwithcrowder.com/climate-change-caused-australian-wildfires-says-gizmodo-just-ignore-all-the-arsonists-arrested/,Climate movement is unreliable/alarmist/corrupt,1
https://www.louderwithcrowder.com/climate-pikachu-g7,no claim,11
https://www.louderwithcrowder.com/cruz-drops-new-video-exposing-the-real-reason-democrats-push-the-climate-change-agenda/,Climate policies (mitigation or adaptation) are harmful,3
https://www.louderwithcrowder.com/cruz-drops-new-video-exposing-the-real-reason-democrats-push-the-climate-change-agenda/,no claim,2
https://www.louderwithcrowder.com/dan-crenshaw-biden-climate-plan,no claim,7
https://www.louderwithcrowder.com/dan-crenshaw-climate-justice,no claim,8
https://www.louderwithcrowder.com/greta-thunberg-cop26,no claim,14
https://www.louderwithcrowder.com/greta-thunberg-cop26,Climate movement is unreliable/alarmist/corrupt,1
https://www.louderwithcrowder.com/greta-thunberg-john-kerry,no claim,11
https://www.louderwithcrowder.com/greta-thunberg-john-kerry,Climate movement is unreliable/alarmist/corrupt,1
https://www.louderwithcrowder.com/joe-biden-climate-greenhouse-cheeeburger,no claim,8
https://www.louderwithcrowder.com/john-kerry-mask-airplane,no claim,16
https://www.louderwithcrowder.com/nancy-pelosi-border-trump-climate,no claim,9
https://www.louderwithcrowder.com/nicole-arbour-environment,no claim,6
https://www.louderwithcrowder.com/nicole-arbour-environment,Climate movement is unreliable/alarmist/corrupt,1
https://www.louderwithcrowder.com/this-professor-wants-to-fight-climate-change-by-ending-humanity/,no claim,6
https://www.louderwithcrowder.com/wapo-reporter-chicada-tacos,no claim,13
https://www.nationalreview.com/2020/03/its-time-for-conservatives-to-own-the-climate-change-issue/,no claim,16
https://www.nationalreview.com/2020/03/its-time-for-conservatives-to-own-the-climate-change-issue/,Climate policies (mitigation or adaptation) are harmful,2
https://www.nationalreview.com/2020/03/its-time-for-conservatives-to-own-the-climate-change-issue/,Climate policies areinefective/fawed,1
https://www.nationalreview.com/2020/03/its-time-for-conservatives-to-own-the-climate-change-issue/,People need energy (e.g. from fossil fuels/nuclear),1
https://www.nationalreview.com/2020/03/its-time-for-conservatives-to-own-the-climate-change-issue/,Climate movement is unreliable/alarmist/corrupt,1
https://www.nationalreview.com/2020/12/californias-business-climate-deniers/,no claim,6
https://www.nationalreview.com/2020/12/no-joe-were-not-in-a-climate-crisis/,no claim,17
https://www.nationalreview.com/2020/12/no-joe-were-not-in-a-climate-crisis/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,4
https://www.nationalreview.com/2020/12/no-joe-were-not-in-a-climate-crisis/,Species/plants/reefs aren’t showing climate impacts/are benefting from climate change,2
https://www.nationalreview.com/2020/12/no-joe-were-not-in-a-climate-crisis/,Climate movement is unreliable/alarmist/corrupt,1
https://www.nationalreview.com/2021/04/climate-emergency-not-so-fast/,no claim,17
https://www.nationalreview.com/2021/04/climate-emergency-not-so-fast/,It’s natural cycles/variation,2
https://www.nationalreview.com/2021/04/climate-emergency-not-so-fast/,There’s no evidence for greenhouse efect/carbon dioxide driving climate change,2
https://www.nationalreview.com/2021/04/climate-emergency-not-so-fast/,CO2 is benefcial/not a pollutant,2
https://www.nationalreview.com/2021/04/climate-emergency-not-so-fast/,Climate sensitivity is low/negative feedbacks reduce warming,1
https://www.nationalreview.com/2021/04/climate-emergency-not-so-fast/,Climate policies (mitigation or adaptation) are harmful,1
https://www.nationalreview.com/2021/04/climate-emergency-not-so-fast/,"Climate-related science is unreliable/uncertain/unsound (data, methods & models) 0",1
https://www.nationalreview.com/2021/04/climate-emergency-not-so-fast/,Climate movement is unreliable/alarmist/corrupt,1
https://www.nationalreview.com/2021/05/questioning-the-climate-change-narrative/,no claim,34
https://www.nationalreview.com/2021/05/questioning-the-climate-change-narrative/,Climate policies (mitigation or adaptation) are harmful,4
https://www.nationalreview.com/2021/05/questioning-the-climate-change-narrative/,Climate policies areinefective/fawed,2
https://www.nationalreview.com/2021/05/questioning-the-climate-change-narrative/,Ice/permafrost/snow cover isn’t melting,1
https://www.nationalreview.com/2021/05/questioning-the-climate-change-narrative/,Climate hasn’t warmed/changed over the last (few) decade(s),1
https://www.nationalreview.com/2021/05/questioning-the-climate-change-narrative/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.nationalreview.com/2021/05/questioning-the-climate-change-narrative/,"Climate-related science is unreliable/uncertain/unsound (data, methods & models) 0",1
https://www.nationalreview.com/2021/05/questioning-the-climate-change-narrative/,Climate movement is unreliable/alarmist/corrupt,1
https://www.nationalreview.com/2021/06/no-joe-biden-climate-change-is-not-the-greatest-threat-facing-americas-military/,no claim,21
https://www.nationalreview.com/2021/06/no-joe-biden-climate-change-is-not-the-greatest-threat-facing-americas-military/,Climate policies areinefective/fawed,1
https://www.nationalreview.com/2021/10/dont-buy-the-un-climate-change-conferences-scary-stories/,no claim,16
https://www.nationalreview.com/2021/10/dont-buy-the-un-climate-change-conferences-scary-stories/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,2
https://www.nationalreview.com/2021/10/dont-buy-the-un-climate-change-conferences-scary-stories/,We’re heading into an ice age/global cooling,1
https://www.nationalreview.com/2021/10/dont-buy-the-un-climate-change-conferences-scary-stories/,People need energy (e.g. from fossil fuels/nuclear),1
https://www.nationalreview.com/2021/10/dont-buy-the-un-climate-change-conferences-scary-stories/,"Climate-related science is unreliable/uncertain/unsound (data, methods & models) 0",1
https://www.nationalreview.com/2021/10/the-empty-spectacle-of-the-u-n-climate-change-summit/,no claim,5
https://www.nationalreview.com/2021/11/biden-is-already-losing-the-left-on-climate/,no claim,3
https://www.nationalreview.com/2021/12/tornadoes-are-not-the-sign-of-a-climate-change-apocalypse/,no claim,2
https://www.nationalreview.com/2021/12/tornadoes-are-not-the-sign-of-a-climate-change-apocalypse/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.nationalreview.com/corner/biden-taps-alexandria-ocasio-cortez-to-craft-climate-change-policy/,no claim,10
https://www.nationalreview.com/corner/biden-taps-alexandria-ocasio-cortez-to-craft-climate-change-policy/,Climate policies (mitigation or adaptation) are harmful,1
https://www.nationalreview.com/corner/global-warming-as-the-new-covid/,no claim,11
https://www.nationalreview.com/corner/global-warming-as-the-new-covid/,Climate policies (mitigation or adaptation) are harmful,1
https://www.nationalreview.com/corner/global-warming-as-the-new-covid/,Climate movement is unreliable/alarmist/corrupt,1
